I63	I69	1.0
I10	I11	0.9999927621722169
I25	I50	0.9999855243444338
I20	I25	0.9999782865166507
I11	I50	0.9999710486888675
E03	E06	0.9999638108610843
H25	H35	0.9999565730333012
I48	I50	0.9999493352055181
I13	N18	0.999942097377735
I11	I20	0.9999348595499519
I20	I50	0.9999276217221688
I21	I25	0.9999203838943856
C83	C85	0.9999131460666025
G81	I63	0.9999059082388194
I11	I25	0.9998986704110362
H25	I11	0.9998914325832531
G81	I69	0.99988419475547
N40	N41	0.9998769569276869
B97	N87	0.9998697190999037
B20	B23	0.9998624812721206
B23	B24	0.9998552434443375
H25	I50	0.9998480056165544
E10	G63	0.9998407677887712
E78	I11	0.9998335299609881
B37	N76	0.999826292133205
B05	B26	0.9998190543054218
H25	H26	0.9998118164776387
H25	H40	0.9998045786498556
M80	M81	0.9997973408220725
E10	H36	0.9997901029942894
E11	I11	0.9997828651665063
Q36	Q37	0.999775627338723
K00	K07	0.9997683895109399
I25	I48	0.9997611516831568
I11	I48	0.9997539138553737
H25	I25	0.9997466760275906
M15	M17	0.9997394381998075
E78	I10	0.9997322003720244
A15	B90	0.9997249625442413
F00	G30	0.9997177247164581
E10	E11	0.9997104868886749
H90	H91	0.9997032490608918
C01	C02	0.9996960112331087
Q35	Q37	0.9996887734053256
D66	D67	0.9996815355775425
F32	F33	0.9996742977497594
K02	K07	0.9996670599219762
H25	I20	0.9996598220941931
B01	B05	0.99965258426641
K02	K03	0.9996453464386268
N72	N76	0.9996381086108437
I50	I70	0.9996308707830606
I21	I50	0.9996236329552775
I11	M17	0.9996163951274943
H25	M15	0.9996091572997112
B01	B26	0.9996019194719281
I11	M15	0.999594681644145
G46	I63	0.9995874438163619
M16	M17	0.9995802059885787
M20	M21	0.9995729681607955
M15	M16	0.9995657303330124
H35	I11	0.9995584925052293
D25	N95	0.9995512546774462
J30	J34	0.9995440168496631
M05	M06	0.99953677902188
I34	I36	0.9995295411940969
C73	E89	0.9995223033663136
I06	I35	0.9995150655385305
I25	I70	0.9995078277107474
N20	N23	0.9995005898829643
I20	I48	0.9994933520551812
C92	C95	0.9994861142273981
M15	N95	0.999478876399615
M16	M47	0.9994716385718319
J44	J96	0.9994644007440487
C61	N40	0.9994571629162655
B01	B06	0.9994499250884824
I48	I49	0.9994426872606993
M23	M94	0.9994354494329162
A38	B05	0.9994282116051331
F32	F41	0.99942097377735
I21	I22	0.9994137359495668
H25	M17	0.9994064981217837
K00	K02	0.9993992602940006
H25	I10	0.9993920224662174
Q35	Q36	0.9993847846384343
H25	M16	0.9993775468106512
K21	K29	0.999370308982868
D63	N18	0.9993630711550849
N41	N50	0.9993558333273018
G63	H36	0.9993485954995187
E11	I50	0.9993413576717356
K03	K07	0.9993341198439525
H71	H95	0.9993268820161693
E78	I20	0.9993196441883861
E11	H36	0.999312406360603
I80	I83	0.9993051685328199
M15	M47	0.9992979307050368
N72	N87	0.9992906928772537
K00	K03	0.9992834550494706
M51	M54	0.9992762172216875
I11	M16	0.9992689793939044
N76	N92	0.9992617415661211
F70	F71	0.999254503738338
I10	I20	0.9992472659105549
I05	I08	0.9992400280827718
C20	C21	0.9992327902549887
E11	G63	0.9992255524272056
F20	F25	0.9992183145994225
H90	H93	0.9992110767716393
C64	D41	0.9992038389438561
K02	K04	0.999196601116073
